c
9.978721072911867e-05
9.527666147590708e-05
9.999998987808567e-05
9.672688504736016e-05
9.999989592301972e-05
9.999989650566476e-05
9.999690459494559e-05
9.999696692375437e-05
9.99954845042339e-05
9.965392695931996e-05
9.965541144651979e-05
9.99998280519776e-05
9.999985876163464e-05
9.999985867636951e-05
9.999952740713525e-05
9.999679451766497e-05
9.999672560923045e-05
9.999681590500131e-05
9.561261130386356e-05
9.990893546785173e-05
9.542395535788728e-05
9.542395535788728e-05
9.970784244472952e-05
9.910402404500473e-05
9.909107201622191e-05
9.899675520586015e-05
9.909407033603657e-05
9.971593727442496e-05
9.967724076886952e-05
9.999855738129781e-05
9.962875111568792e-05
9.962875111568792e-05
9.976247998366716e-05
9.971551218512786e-05
9.977396092608615e-05
9.972634045141149e-05
9.972634045141149e-05
9.972634045141149e-05
9.972634045141149e-05
9.991278022880579e-05
9.991278022880579e-05
9.976096905717213e-05
9.975990595023632e-05
9.977017435147673e-05
9.442060612485648e-05
9.471205567734842e-05
9.999805057248068e-05
9.44285789330479e-05
9.471205721922615e-05
9.471205721922615e-05
9.463871759862741e-05
9.999800137450165e-05
9.999800136739623e-05
9.999800136739623e-05
9.999800137450165e-05
9.99980612022e-05
9.99504026921727e-05
9.996104286358332e-05
9.996104286358332e-05
9.996104286358332e-05
9.999951891614955e-05
9.999999044651986e-05
9.999963127427236e-05
9.999963127427236e-05
9.999981204344977e-05
9.999981204344977e-05
9.99997993531565e-05
9.99997013835241e-05
