Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99
4807.211223845042,189.6974650459017,59623.89541531468,-991.3416514213905,34.022296714684686,40732.09149004925,206.15619907507755,68.62159053340761,21.728197575689006,4539.9719869498185,1.300385344180195,111.8210208782948,47753.6752315062,-42.65894701675776,0.9511120144443339,-143.0035135556609,678.2883280067492,602.6968407021313,-23.915473581418098,340.0952070690146,279.4281241407673,1276.0451632020458,-42.229327922000024,463.9555843408989,-68.30389928997079,846.8194901294719,-2.8338160078633727,54.26565433954147,-749.886348848866,-3063.158473471361,-2.387288330984536,273.351653456803,153.31724499524694,963.8938929697993,-31.88455666169959,-73.68556843907308,80.2500934353248,76.39026870948351,-9.151753298229252,45.518009132794134,36.85625249759279,7.642863111523127,14.878545706031327,8165387.868375466,2978293.50823476,-15480.757466939278,178667.76341281802,-34637.98864268979,-1250.9985224841785,8040.277227017924,1873.4594827839483,640.7069250046773,118.92730058068992,-1538.6490936790062,-5.115980774926811,157.7097503229661,-18.74181442230133,-0.32571889234762363,0.041022423981901035,4248.864256386292,3988.7887029713816,71.47447269395234,-3.278639205905847,2.317196730877502,-225.1457174103649,-2102.94639092218,115.43593099008122,-139.02327991436238,129.35516686891089,-120.75050670526731,95.58715275171086,18.280134197011165,0.03620311545391313,33.11535029514203,679.6937614751755,-64.08912876222928,359.506998876543,-11633.168760460849,-26944.236229854294,-106685.13655249163,-3285.295479595188,23.39442176187956,-0.00018090495064010045,3866.2809556296615,-1096256.9638082362,-163425.53902733303,398147.5528492447,-12663.078530712637,-4757.3348560152235,14706.835500421988,-1741.27070630688,5160.371243290486,-3652.1529042512884,-2900.5218524502943,2680.21449971546,306.7181503206515,1.8395007739258062e-13,-992.0016379544868,2.0596720441406378
4601.7401098581295,175.3125492912394,56722.945183844706,-946.1244748311829,32.637291841398465,39035.87829806334,197.27550968085734,64.56674055374083,20.84640187133383,4371.174110840898,0.9522580475784652,111.80652472566703,47995.57304971674,-42.71584807358403,0.8892063407717785,-111.2363355080588,690.7036892480718,604.3927628967258,-23.962167361917842,331.35280915421936,272.6131000506755,1276.1264071365176,-42.148082554244645,458.94139998986066,-70.08297006815087,846.5175968658873,-2.8367548198965764,79.79521901860244,-734.2602196262419,-3071.4098122119344,-2.3842587727987654,291.02658186668214,154.65327705133387,959.6539471205044,-31.903571934738146,-73.82774607212272,80.83968717766056,76.23873025237248,-9.122975549227869,45.39486220717032,39.73341478996939,7.641703625069397,14.878545333946409,8198797.840024966,2980577.4053698517,-15597.206636518473,179465.19685265518,-34633.15071678576,-1250.913432406855,8023.139812683703,1872.1548653808113,642.8310186463154,110.55953530061834,-1537.494858961609,-109.77579692569998,52.636996537969026,-18.768219369344067,-0.32557553235757464,0.04106547211085532,4245.884866557348,3989.1401165447705,71.47496227145504,-2.9916354080266956,2.314257883736039,-225.14571540433528,-1697.1486876882477,115.43661129544519,-139.0229707080802,129.80985107668357,-113.68180141251915,91.86335427104288,-27.063773766043486,0.03624141811664425,43.17925512352111,677.0171236391969,-64.0835941835891,405.9005030859666,-11633.34685730949,-27006.34919758516,-123323.66463736062,-3875.5879062279223,-1323.7435732209651,0.02006804437596016,3577.6711895905282,-1092532.4575352834,-163350.39722864103,381397.6253403951,-12601.134848659214,-57100.01399260137,-57901.42573659225,-1607.1210488884885,5532.393243085107,-4003.72474336179,-2657.1170533896566,2414.815226526123,172.62150995719676,1.8092471965047707e-13,-948.081855388818,2.0596710519390484
4807.257342468928,189.1931607642524,35639.82928975932,-1049.0609841249795,34.34496683737728,40775.58903509613,205.68872359781395,68.11388035364322,22.001421106968145,4578.546501819719,1.5213300501693983,111.9225534402318,47337.496091090055,-42.71841082103164,-0.7625435727790233,735.212598563784,745.565397652246,965.8562892756613,-27.235773080958623,374.78633023824386,202.45821721069842,1277.8534122993815,-40.42064737878332,531.8323975723697,-110.55831988224736,847.3636242943808,-2.7099178743693044,-40.40144283135669,-783.7542255331057,-3051.1213044321003,-2.519456181168699,915.1349778858942,186.76542379724714,978.6021398206917,-34.03412686507777,-74.7918460387398,80.43311030505284,95.19720266957967,-9.385344615561152,45.4276294665047,32.28506813929074,6.973264410523711,14.878545626548748,8537156.31023893,2853274.0459230803,-15350.661015545484,180823.15673366588,-34543.61709413851,-1264.2118731245112,8050.71609807332,1887.5486168096359,655.3081694626783,129.65666525955658,-1509.2670606743245,20.66741539938721,178.85611834682504,-18.572109546283954,-0.32663763728311623,0.04074507340264741,4288.187992217538,3985.0835703685034,71.47807522864412,-5.1279489457408545,2.4410868312545793,-225.1470168908114,-1852.160852492024,115.4362202425271,-138.889627305911,131.94152702528277,-34.69197361991951,95.64907697556099,-0.4588571380304529,0.0329333118430983,493.9463996474446,653.7427719747129,-64.20082131497853,184.11744811012073,-11647.95838451041,-27243.22064103198,-35876.79542763939,-3250.7071513224228,-1865.7186926984423,0.07177223722844825,-3213.228047339453,-1071667.422258895,-163088.93493601918,399467.6257058638,-12420.67573834179,-34888.069430965064,-26155.8268243871,-2331.8017059078247,2712.808800336643,-1122.1059456435878,-2694.0118860104853,2473.3444237732674,813.6926533852209,-1.2093768238449765e-05,-992.968688408625,2.0596729021916502
4807.403117650232,189.70823084417884,59554.459190225316,-991.3759297736865,34.023229836390655,40733.8859352187,206.17397209366757,68.62533807612311,21.728467418652844,4540.290695202209,1.297277924243454,111.8208126194642,47752.71501049218,-42.658051647311765,0.9502380251707976,-138.9708372600835,678.4184143624441,601.6586679809175,-23.90387107661362,338.79405993292403,279.66827049654626,1276.0459635705365,-42.22852752994206,463.30851613396817,-68.31679363643138,846.8303252642063,-2.8343814356282486,54.0972448638513,-749.851615581372,-3064.196558565261,-2.386668227398152,289.04938092715474,153.31410832266226,963.808587122247,-31.87684598263103,-73.68263871169205,80.25679387036128,76.33634721406287,-9.151866473748893,45.515314409764926,36.848858543541255,7.639984534538428,14.87854571237238,8164502.01846482,2979355.0641657365,-15480.294963084394,178672.8447717284,-34638.14193164215,-1251.1794401951645,8040.616317682351,1873.4352220466499,640.6775983443648,118.7984013830901,-1538.5909901424418,-4.952750946583819,157.88381998794148,-18.739186849710734,-0.3257330106008157,0.04101813835659135,4248.7135308551,3988.748976999898,71.4744465372575,-3.307210943778273,2.316631314229515,-225.14571737601403,-2111.3988911736697,115.43591722766335,-139.02374177804978,129.45869719374377,-121.12777740183279,95.5103639870242,18.292065818896884,0.03619525250791385,33.09839246500109,679.7993749390391,-64.088055749082,359.79596826936216,-11632.832900195037,-26955.124606098576,-106533.30203411767,-3297.2575003337347,25.887204264461406,-4.947893824065741e-05,3878.893615355808,-1095967.3552891735,-163427.2124356807,398139.2821178695,-12688.351374657006,-3630.3607015017265,16235.479422439266,-1740.9879380787618,5167.148230755251,-3657.9620849522844,-2901.519053613254,2680.7666270905816,305.8828768504643,1.8385293287792592e-13,-991.2669924647689,2.0596719908147385
4813.462725629582,190.50777780058633,61737.68848542484,-994.9567604430979,34.0520961552126,40793.13327348602,205.9589856794835,68.72655393442795,21.72210280843952,4577.556081680244,1.4478054590111542,111.8309858008938,47717.38053155171,-42.70047870489986,1.0354208288283573,-195.74095970808412,663.3451198522797,566.0968905622531,-23.116749282375057,305.15919275573197,297.923475872062,1275.9743662140663,-42.30012768914859,435.8989197982928,-65.15191883606212,847.1093778280042,-2.8454152187007593,55.33950104285486,-754.1386905312954,-3094.550748726872,-2.376474378612279,83.645967674149,154.58116640502828,963.438705959746,-31.35125447984561,-75.40763296922367,79.64019815390535,74.74980472253918,-9.024751786480056,45.38454325233897,31.700861677036627,7.6815482646351825,14.878545875687863,8146453.812481315,3019045.1359024066,-15501.57074550027,179772.2558622263,-34639.56210885794,-1262.3766325381496,8017.057513929891,1870.9053106487627,638.803062097307,124.51842023797508,-1534.4669821396953,2.945359810073114,166.00900123357496,-18.797393395982624,-0.32542091358831066,0.04111300969173312,4242.532156991148,3989.573847972667,71.47533457008427,-2.6747587600657425,2.305597095616174,-225.14571491870942,-1548.1578397642281,115.43656796024776,-138.98992239317016,126.57680171949622,-112.40813668789659,89.66271526638184,-17.507012940141866,-1.2524142645045313,44.38341740471758,688.0813839334493,-64.09245064898809,371.6580195538303,-11650.468330688016,-26619.57765395691,-122936.6925378845,-4229.518142774867,-936.3111476638375,-0.08349407389575113,3577.326834197763,-1117221.2127515962,-163414.33466106132,398638.37799483404,-12820.43075764667,-76224.17226706559,-83060.02967527053,-1687.4097851937724,5453.355182219851,-3931.0804738889738,-2732.6642745172007,2490.321488424989,271.59736721172675,1.8998691508897991e-13,-937.6372275294898,2.0596736137597556
4828.5419330314535,191.24993983954516,59406.82309598714,-1003.5889306328095,34.156890600921194,40920.445646273496,206.7223972323131,68.97048839049674,21.78624273082261,4297.65337647392,1.2013839935390287,111.81720591615151,47698.75843308156,-42.69833756090758,0.8577591548412968,-122.65777064423582,681.7084076877201,602.9998606130766,-24.07099028111969,338.2882878116343,282.6712750454617,1276.1519299414176,-42.122480927427475,464.97543872020015,-66.58072114692595,846.3263416474879,-2.844439188755493,74.39285363578347,-737.906289495681,-3060.9368425419484,-2.3766090917019524,292.2633431618797,148.84857802668574,962.1873277627166,-31.97664839714237,-61.95269286439057,80.6127663535032,76.23042000601527,-9.098715035716564,44.45856416839695,37.335602891105296,7.655921855234851,14.878545623048465,8157180.548235846,2976194.4453330757,-15590.875770961167,168304.45509362064,-34633.70642508412,-1250.0063240965324,8026.61556336762,1872.796716652103,639.1261243416558,114.60092285102473,-1537.9821244531022,6.708703723690178,169.6382091358605,-18.75574171591522,-0.32564269587700123,0.041045133233373,4247.54804199049,3988.9679090842938,71.47475585356011,-3.127215470996134,2.306573668164138,-225.1457174752352,-1805.3470489810852,115.43626364347587,-139.0259420838406,129.74393725555632,-113.42807141990238,90.6464741062764,-18.872458112256695,0.03632810727997247,-5.958458918650133,677.1653774370943,-64.08901144044117,382.1776445759334,-11629.514988302548,-27012.739002264483,-107083.02033120386,-4068.7824828494977,-1031.8211218303636,0.0006547502757848489,4155.724754665424,-1086688.3185701235,-163389.2807185271,400414.5456490417,-12481.275295436124,-43026.093571713034,-38736.51214722798,-1683.4369365493303,4977.476288739782,-3434.3425499849945,-2715.131604304441,2466.603130310712,241.18827322435465,1.7863488466218769e-13,-952.4276013421131,2.0596709049060355
4803.139221523263,189.45849328113707,59103.95470784869,-997.1928090070867,33.985897723730865,40709.59797031722,205.6683226334054,68.47726079244573,21.670299589895308,4291.361421823009,1.1835670317860258,111.8172346917943,47734.152529181214,-42.69895730428354,0.8578031746765049,-122.71779231243545,681.6263914511385,603.0093757591453,-24.062400799690092,338.2916560082713,283.3393159740913,1276.1523359312996,-42.12207621464463,464.9037898510196,-66.53713439211833,846.3335493494592,-2.844620448697538,74.47185027387422,-737.759647254758,-3060.661502228959,-2.376428807402141,292.1599979140451,148.8530509294821,962.1176633833417,-31.970547014416063,-62.54790146934437,80.61171040815269,76.22687993888542,-9.097603709219777,44.4272604995557,37.301507103796084,7.655928424413389,14.878545607778815,8157107.196454487,2976411.3659151634,-15591.757189559052,168930.89940649917,-34633.42656872139,-1250.0212156349946,8026.582206621287,1872.8169882559632,639.1223460565102,114.56847309609566,-1537.978122789482,-6.4119318360517354,156.51855220115613,-18.755868387253187,-0.32564201201766746,0.041045340099033684,4247.610052135513,3988.96715800982,71.47477477622087,-3.1258363521490082,2.3063924031990806,-225.1457175044759,-1811.7015705698327,115.43627666175307,-139.02573455823307,129.7433016350389,-113.4002837057152,90.70715218483981,-18.794565227416882,0.03632656385669363,-7.0491123771593305,677.1209399719587,-64.0862948890648,382.02774746054797,-11629.461975636228,-27013.135410287792,-106191.42878867814,-4059.126699812089,-1027.193081432238,0.0010151785372943777,4168.957842504369,-1086582.462848036,-163394.4050526153,398286.6977927858,-12474.10767983734,-42215.15022815305,-37595.59478949809,-1684.212275013087,4949.876550235688,-3406.736516009751,-2715.416641103148,2467.2501952056173,241.62155503986938,1.7862100687437987e-13,-952.4666344770608,2.059670900110558
4804.862810295388,189.4717018672556,59649.829073850684,-991.0544807700928,34.0080040283219,40714.315272385604,206.06660879946858,68.5721965272752,21.71363587664645,4536.97016130603,1.3049210569348189,111.82211800428828,47758.463511499096,-42.660886694847214,0.9575383124467223,-147.55183655246128,677.1087538365093,601.4517868809094,-23.90936937042555,342.3431151103714,285.30816108243084,1276.0376360769078,-42.23685984820583,465.3987416336213,-67.78517324207291,846.8290868503336,-2.8339683793240242,54.81532897004945,-749.6944458823973,-3062.6723430019106,-2.387153179819217,265.8158118074589,153.16239104938933,963.9742518112197,-31.881547098151156,-73.60933544210425,80.22384983182283,76.30200527691954,-9.150817770345212,45.44513885986214,37.35284825346743,7.646256889988138,14.878545714487492,8169963.55235525,2977098.732363592,-15482.16928794887,178632.80555430154,-34638.65184648372,-1249.6370183332804,8040.506148301062,1873.4181604424011,640.5478345451938,119.17929275823553,-1538.5408625464702,-6.2106034174157685,156.5599572221813,-18.743736166331857,-0.3257086035647815,0.041025558358249975,4248.797716128539,3988.8193963826216,71.47448778095526,-3.257746053035362,2.3170443391844713,-225.14571738030332,-2087.1623760995444,115.43595550075538,-139.02404512732696,129.52965377428558,-120.80605961568658,95.92888248557833,18.42774070571347,0.03616779618094689,32.19043852688198,680.2581669568497,-64.08841570383096,357.97826439580786,-11632.833606530869,-26967.8612407363,-106418.10988047197,-3231.72262677498,23.459037317057522,-0.003294513656492179,3872.5963276082934,-1096610.737296092,-163426.9025124217,397954.23774541885,-12669.89256036086,-6780.384046582164,11887.64399342622,-1745.916152743155,5152.951149383881,-3646.365558671432,-2898.727970477972,2680.5406291720237,311.13680982360125,1.8404722190723533e-13,-992.148719021171,2.0596721205877353
4805.4583154338625,189.497404671291,59670.59073758155,-991.02499480592,34.0119794455347,40719.20081293303,206.09804643215193,68.58506104292445,21.716790575770204,4537.393522287417,1.3009966906532329,111.82166950837906,47758.13946574323,-42.65978555741993,0.9552519360644709,-146.79317111645287,676.8124259296001,600.8577453723888,-23.917870588237914,340.83717085281023,284.9836122104432,1276.039135181415,-42.23536086250449,464.1960450390043,-67.9475581827976,846.8291514945477,-2.832985722566608,54.837725909107576,-749.6618599000326,-3061.7069716177743,-2.3881266264483423,266.00025413976846,153.18370125238334,964.0083351979282,-31.887682784336324,-73.64291248094062,80.18978652296052,76.25472599858449,-9.151191976247784,45.44910604459665,37.415226693291146,7.651399126361639,14.878545716514104,8169924.905197396,2978770.02447832,-15482.366016399115,178632.06967948118,-34638.67428230661,-1249.7683225515773,8040.970373589718,1873.511316528702,640.582549395381,119.00776951836906,-1538.667342161358,-6.054201707651373,156.71653814845695,-18.743375859305957,-0.32571053037424924,0.04102497074918615,4249.089201605938,3988.8125204434477,71.47449401797935,-3.261663929587712,2.3180269956623616,-225.14571737763728,-2055.7593422170203,115.43594322352345,-139.02495309536687,129.52329275485994,-120.87107254226925,95.97636446334994,18.39295451748131,0.03616258297785953,32.31057868378261,680.5615233673027,-64.08880087541044,357.88559453780096,-11632.765293967068,-26967.0527362359,-106111.1295571994,-3224.1673929894987,32.14951029889046,-0.005417781589880467,3873.0753487211487,-1096754.1476534002,-163426.63061966753,397999.8901551176,-12711.888922345992,-10811.548409747471,6228.3393136589775,-1745.5266547201124,5143.58789733132,-3637.92127558675,-2900.4694950581315,2682.7716593257933,311.4046207599826,1.8396395518038844e-13,-993.0654072462867,2.0596721034193717
4806.746873298484,190.71947726928443,61238.05537037466,-988.6225948152608,33.98652704772209,40733.649109130354,205.7098773352857,68.65606855583172,21.706479176784,4533.211370836791,1.4004705865054858,111.83605180668533,47770.578755470524,-42.69423331087088,1.001511935856577,-182.7791910660644,657.1578780051032,532.2934391548251,-23.0082309890683,304.3126244988889,296.8907832087225,1276.018399141377,-42.256101329250995,433.38911482455205,-66.63455501094404,847.0765952242182,-2.8460108955037775,57.62395413782269,-752.9519244030439,-3093.9110258114274,-2.3755418948158473,171.74243936025255,155.8285496221369,958.3776126324723,-31.271945173849623,-74.34094499099359,79.1414558553591,72.60257666938219,-9.020424187973052,45.311230304486855,33.74288346513211,7.7201438218882,14.878546005112188,8123561.974970276,3021294.24419396,-15500.89961978048,178239.34362932804,-34637.55517683416,-1260.1892599218077,8016.727043443044,1870.2658001997042,639.1751760896456,122.6577991473705,-1533.8922947848196,0.23506707540718708,163.5767416252943,-18.789425700763132,-0.3254631595203058,0.041100030740693766,4240.051888835022,3989.4866500112635,71.4750065759409,-2.761229893268137,2.3050014396072815,-225.1457145041499,-1964.8860704960239,115.43637802789381,-138.99793663429,127.10825338666899,-113.77636540042633,89.42582883521561,-19.91466611534558,0.03677623012930873,13.808487706322015,693.8685406946693,-64.09743865332896,375.4232521738333,-11651.586691506764,-26611.092658158366,-121435.90238437871,-4267.017731488181,-908.0756135346174,0.031338937186566496,3925.956035667583,-1121971.0869822025,-163454.44073088595,398385.29946838086,-12361.336447128106,-22262.412359978447,-8784.708315167307,-1666.8872188686423,5435.855849061284,-3921.918596633589,-2727.137449588192,2471.063159121578,260.7145086023289,1.8791912470561556e-13,-942.2111930415972,2.059672971465302
