c
9.99999999109491e-05
9.999999925014436e-05
9.99999999109491e-05
9.999999919330094e-05
9.99999999109491e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999939935833e-05
9.999999939935833e-05
9.999999939935833e-05
9.999999939935833e-05
9.999999938514748e-05
9.999999919330094e-05
9.999999918619551e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999919330094e-05
9.999999920040636e-05
9.999999919330094e-05
9.999999919330094e-05
