c
9.971740693970332e-05
9.827812377238843e-05
9.999999482346311e-05
9.971470776548585e-05
9.98540446488505e-05
9.969852511204635e-05
9.984034467436231e-05
9.975162489439526e-05
9.975230500458565e-05
9.987961236390674e-05
9.998043432091208e-05
9.973902437820925e-05
9.976055773819326e-05
9.975977121001733e-05
9.828006036372017e-05
9.828006036372017e-05
9.986878497159069e-05
9.830962194712356e-05
9.821988445679608e-05
9.830716082603885e-05
9.830716082603885e-05
9.987357474727787e-05
9.992201408692836e-05
9.999892321843618e-05
9.999610967525996e-05
9.999622185574708e-05
9.999995569387465e-05
9.999995569387465e-05
9.999995569387465e-05
9.999997318033138e-05
9.999997318033138e-05
9.99999583299882e-05
9.999995899789837e-05
9.999995899789837e-05
9.999963773310583e-05
9.999998329135451e-05
9.999999470977627e-05
9.999999470977627e-05
9.999999470977627e-05
9.999999470977627e-05
9.999999231524725e-05
9.999999164733708e-05
9.999999135601456e-05
9.999999121390601e-05
9.999999121390601e-05
9.999998287923972e-05
9.999998289345058e-05
9.99999858848355e-05
9.999998562904011e-05
9.99999838597887e-05
9.99999838597887e-05
9.999998407295152e-05
9.99999835471499e-05
9.99999835471499e-05
9.999998071208438e-05
9.999995441489773e-05
9.999995192799815e-05
9.999995192799815e-05
9.999995192799815e-05
9.999995128140426e-05
