c
-27.442506110941565
-0.0002245555299467128
-0.0028324266749422122
-0.0028324266749422122
-0.0027800174011218814
-0.0028571933863403842
-0.002770135943073626
-0.002767582357769527
-0.002758894019507352
4.9051839447145085e-05
7.027434740081162e-05
8.150618537428045e-05
8.150618537428045e-05
8.166707353041147e-05
8.166707353041147e-05
7.537779205080142e-05
8.342516353820884e-05
9.815456748185625e-05
9.815456748185625e-05
9.815456747475082e-05
9.897673513137306e-05
9.897673513137306e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
9.969536076681607e-05
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-27.442506110941565
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
-0.0002245555299467128
