f1(x),f2(x)
279254.77754211536,-5.1591679561102035
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278505.6554953521,0.662927116386937
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
278992.7558898017,-4.512684027663056
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
279254.77754211536,-5.1591679561102035
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
278988.3157890766,0.6625
